review,rating
"Adorable little round keepsake box.  Much heavier and higher quality than I was expecting.  Perfect size for baby's 1st curl, 1st tooth, or some special little trinket.I'll be using it to place 2 heart pins and present to my child's Godparents on the morning of her baptism.  Perfect size.The only thing I was a little disappointed in was how dirty the box was that the round keepsake box came in.  I'd like to give the gift to my child's Godparents inside of the original packaging, but it's much too dirty.BUT, the most important thing is that the quality of the actual keepsake box itself is perfect.  LOVE IT!",1
"Very well made and sturdy.  Boosts my little one perfectly and it's very very easy to put her in it.  I was looking for something to replace the ""big"" seat she had and this one looked good, especially with the ability to choose a design.  The only drawback is that I had to add extra padding because it wasn't as comfortable as her ""big"" seat.  Now, with the extra pad, it's absolutely perfect!",1
"The regular pack 'n play has a fairly hard and uncomfortable bottom but with this mattress, it turns into a regular crib.  I use it for naps in the daytime and for a crib when traveling.  The mattress fits well and is lightweight.",1
"Broke within three months.  Junk, save your money.  Can't even fix it, worked great when we first got in then the frame itself broke",0
"VERY GOOD PRODUCT VERY SATIsfied, the night vision is great clarity is very good and portability is awesome plus the price is even better",0
"I've already rated the playzone itself, but I'll add it here.  If you get the Lil' Playzone you really should invest in at least one of thease extensions or you might as well use your Pack n Play.  The playzone by itself is about the same size.  Its great for a larger safe area for your child, but take those bear stickers off, they dont stick well and my child peeled one off and started eating it!",1
But I had two of them ripping on the first wash and I have another one ripping after three washes. All of them also had those little hard balls of fluff all over them but other than that they work for what they are meant for.,0
"I got this crib before my son was born, I needed a little help from my husband to put it together. I love the color and everything but what I just started to notice is I hang my diaper stacker on the side of the crib and where I do the paint has been peeling. I wish I knew this before I would of never hung it on the side.",0
loved the fact i gotton this so soon perfect gift idea if you have a little one tteething helped ease the fussiness,1
"This pillow is worth the money! In my 6 months of pregnancy, I was having sleepless nights. Trying to shift from side to side while sleeping and avoiding the back proved too hard for me! What made it worse was when I had to rearrange or shift my wedge and regular pillows each time I switched sides. With the Back 'N Belly pillow, I don't have to worry about this at all! I begin sleeping on one side and end up moving to my other side during the night with zero problems.I borrowed the idea from one of the submitted reviews. She suggested taking a pillow case, cutting off one end, and sliding it onto the Back 'N Belly. You can rest your head without worrying about getting any makeup stains or oily face stains on your pillow during naps or throughout the night. No frequent washes of the entire body pillow needed - just the pillowcase. It works!My husband and I have a king-sized bed. The pillow takes up half the bed, but it would still work with a queen-sized bed. If you are already using regular pillows for your back and sides, this body pillow is no different! In any case, you may find that your husband will want to cozy up to the pillow with you. My husband does - leaving plenty of space on the bed.I recommend this pillow to all pregnant women!",1
I have Recaro seats in my car and got this not because it matched but because I want my child to be as safe as I am.,1
"We have a chicco 30 carseat and bought this to connect to the BOB stroller. The carseat fits perfectly into this adapter and we have never had any problems with it. It has the &#34;click&#34; sound just like if you were putting it in the base. FYI, there is also a red strap that fits over the carseat as well.",1
A lot of my friends are having children and this is becoming my go-to baby shower present.  Their babies love Sophie!At stores (mostly boutiques) you'll find it for $20+.  Amazon.com has the best price!,1
Before buying a jumper we tried the jumperoo at the store...my baby hated it. It was so bulky that my baby couldn't do anything but cry. when she tried this jumper her eyes lit up and started jumping like it was second nature. She absolutely loves the toy in the front as well. She uses it when she is not jumping. I absolutely recommend this.,1
This second seat is perfect for our Phil & Teds stroller. We are constantly using it when I have my friends little one at the house.  Love it!,1
This lunch box is adorable-my little nephew loved it from the start. It's practical as we use it not only for preschool but for outings as well.,1
I bought this chair for while we were on vacation and wanted to use it to transition my daughter to eating at the dining table with us once we returned.  The problem with this hook-on high chair is we couldn't get it to hook on!  In the picture the chair is hooked up to a table that has a lip like our table.  Problem is... the chair won't fit under the lip to attach to the actual table top.  Same thing happened when we got to our vacation condo; wouldn't fit... couldn't use it.,0
"I have 9-month old twins and have tried just about every bib out there - terry, silicon, pockets, snaps, velcro, you name it.  This the only bib that truly protects my messy eaters.  The other plus is that it's the only bib that they can't pull off / chew and isn't a distraction or uncomfortable during mealtimes.  They don't even notice it.  This is the only bib we'll be using from now on.",1
I really like the idea of these however they are a little over priced in my opinion and the material seems kinda cheap looking.  The rubber beads also attracts every hair and fuzzy know to man so now exactly great to just let the little one chew on with checking and usually having to rinse off.,1
"I absolutely love this crib. It is stylish and sturdy, easy to put together. A great vintage looking crib for a great price!",1
"I've been cloth diapering for almost 3 years, and I honestly don't know how I ever did it without the Spray Pal!! My toilet and bathroom used to get so messy from diaper sprayer overspray, but this totally takes care of the problem! When you're done using it, just spray it off with your sprayer, and it folds up nice and compact, and slides right behind the toilet, out of sight. I recommend it to any mom I know who uses cloth diapers, or is considering cloth diapering. And I love that buying it supports a small business, and real family, not just some big corporation. Best $20 I've spent for cloth diapering!",1
Great for little girls. My daughter loved it... until she grew from it.Looks so adorable on 2 - 4 year olds.,1
"These are awesome!  Big enough to wrap baby up tight and lightweight enough to not worry about smothering said baby.  We live in NorCal and it's cool here in the summer.  Great for summer and winter in CA though.  Cute designs (and their matching bibs are pretty fantastic, too).",1
"This is the lowest rating I've ever given a product.  The nipples are ONLY made for the lids for the 8oz cups.  It's not mentioned ANYWHERE and people are ending up with useless products.  Why did Nuby make them different in the first place????Annoying.Update... A woman called a long while ago asking me to upgrade my review if they changed the product listing. I just browsed it and it has changed, but I MUST warn others.  Look very VERY VEEEERY closely at the nipple you wish to replace and compare them EXTREMELY closely to the images provided ESPECIALLY of the ones that show the shape of the ""hour-glass"" platform that the nipple sits atop.  Some sippy cups have a symmetrical hour-glass,  this one is asymmetrical with a smaller lobe and larger lobe.  This is CRUCIAL in whether it will fit your existing sippy cup.THIS IS MY WARNING TO YOU.My low rating stands because the product simply wasn't accurately portrayed when I purchased it and it should stand as a warning to others.",0
The actual potty part is very small but overall I am pleased with this product. My daughter loves the flushing sound. Now if I could just get her to use it! LOL,1
"I bought this bag for my daughter to use on her full size stroller. It's fantastic.  It has a very strechy elastic top and the bag it's self is very strechy allowing you to get tons into it.  We often have two large heavy purses in it and the top snap closes it up for extra security. When we don't have purses in it, it's great for an extra blanket, snacks, toys, or small packages.  We also have the ""mommy hook"" and it's great for large bags and for purses when the Prince Lionhart bag is full of baby things.  Between the two there is just about nothing you can't carry safely and securely on the stroller.  We love it.",1
Pampers airwave bottels are  a great product. They're the only bottle my grandson will drink from. Thank you so much!,1
Very bright and colorful so small children can really appreciate the graphics.  It lost one star because the sheets seem a little too silky and will add to the slipping out of bed factor.  I would not suggest it for to young of a toddler.  I just purchased this so I do not know how it will hold up to washings.  Stay tuned for a follow-up in maybe 6 to 8 months.,1
I bought this as a gift for Christmas.  The only problem I have is that the bag is not all that big.  But it is a quality bag; heavy fabric.,1
This product has been my right hand ever since we bought it. It has been a soothing toy that helps me keep the baby busy while I get some much needed sleep or get stuff done around the house. I HIGHLY recomend this toy to busy parents that need a help getting there baby to sleep or just need a few minutes to themselves. A piece of advice do not put the baby in the rocker to much cause babies have the tendency of getting bored fast. Making them stay in it constatly will just make them not like the toy. All in All one of the best baby buys yet!!!,1
"I bought this to put in my simplicity bassinet that I purchased in 2005 for my first baby, so the original mattress (which was not that good to start out with) had seen far better days. Anyhow, this size fits perfectly and it is way thicker and plusher than the mattress I've been using. Now I won't feel as if I'm laying my baby to bed on a piece of covered pressed board!",1
"My son doesn't have an interest in trying to stick his finger into the socket but he certainly likes to pull plugs. I was spending half of the day trying to keep him away from all of the outlets. These outlet covers have solved the problem. I can get to things if need be but he can't. They are easy to put on and remove with a minimum of fuss. I am tempted to give these as gifts to other new parents. Inexpensive, simple and safe.",1
"The product itself is great, but they only sent one massager, not the set of 3. But it was cheap, so whatever....",0
"If you're a big snuggler/spooner, this is not the right pregnancy pillow for you. If you're like me, and you like to have your own comfy little zone in a big bed, this is the one! I got this pillow when I was 11 weeks pregnant (super early!) and now I'm 31 weeks pregnant and have used it EVERY night. The only thing I don't like about it is that if you shimmy up in the night, the fabric at the top of the pillow digs into your shoulder. You can just scoot down, but they should put some elastic in the fabric right at the place where the pillow rests on your shoulder. Otherwise, it is everything I could have hoped for and more. I'm just nervous about weaning off of it when the baby comes!",1
"We purchased the Withings video monitor, which we loved for the first month until we realized it was cutting in and out for hours at a time throughout the night. That device requires constant wifi connection to work properly. As a back-up, we purchased this VTech monitor so we could at least get audio. I'm so happy with the performance and sensitivity of this monitor! It picks up every little sound in the baby's room, which is very reassuring. We also really like the ability to talk to our child if they wake up during the night and just need a few soothing words.",1
This is a very cute cup. But the lid comes off easy. My 15 mo old can get the lid off in 1.5 seconds. And he tips it over and all his juice comes right out. If I could I would of not purchased this cup and bought one more kid proof.,0
"Love this mirror!  My daughter still loves this mirror at 19 months old!She didn't use it too much for tummy time but I loved the idea of the sturdy block holding it up as opposed to some of the folding tummy time mirrors that just tip over.I took it off the block, I used the velcro straps on the back of it (that hold it to the block), to put it in her crib and she absolutely loves having it there.  Every time she wakes up, she talks to herself in the mirror and just plays.  It's so cute.No frills mirror, but it has been fabulous for my daughter!  I like the colors too, just like all the lamaze toys' colors!",1
This is a beautiful rocking horse and well made. Unfortunately mine had a chunk of wood missing out of one of the rockers which snagged the carpet. The company probably would have replaced it but it was easier to put some lacquer on it to smooth it out.,1
"I bought these bottles after doing extensive research and reading the Baby Bargains book.  These bottles are advertised as being clinically proven to reduce colic and gas.  They did not work for my baby who has had horrible gas pains since we brought her home from the hospital.  We recently switched to another brand and her gas pains have virtually disappeared.  Before we couldn't go one feeding without giving her Mylecon and we haven't had to give her any for days now.The other reason I do not like these bottles is their inserts which make it time consuming to clean and put the bottles together.  If they actually reduced gas I probably wouldn't mind, but since it doesn't the inserts are useless and the bottles leak without them.My advice to new moms is to purchase a sample of several types of bottles and determine which is best for your baby and your routine.  Since there are so many more options for BPA free bottles now, you have a good variety to choose from.  Personally, I wouldn't choose these bottles again.",0
"My son goes to a special school, and they liked them so much they got one for every student! they fold up perfect, and are so easy the kids take them up and down, and they are comfortable! I would lay on it! My son says he loves it!",1
"My husband wanted me to get a bottle so he could do some of the feedings for our newest son. This one wasn't on the list of highest rated bottles for breast-feeders but it SHOULD BE! The nipple is AWESOME! The flow is great! The measurements are a little difficult to read, but I appreciate that the shape is such that it doesn't take up a lot of room in my bag. FIVE STARS!!!",1
"Great little snuggy for the little ones. It's very soft and beautiful. Go ahead and buy, you won't be disappointed.",1
This is one of the most secure metal clips we've found yet.  It's cute because it looks like a man's tie too!,1
"The quality is even better than I expected. It is a large book - the binder is beautiful, and the paper is very nice. I love that I can take out and add in different pages since it is loose-leaf.",1
This is a great way to keep everything in the lunch bag evenly cooled.  I bought two for those days he forgets to bring his main lunch box home.,1
"clean, well maintained bottle - no leaksPlease follow the directions before using!!! Those bottles are in my opinion the best bottles on the market.they reduce colic,fussiness and gas like no other.They are a little pricy but i prefer better investment than lousy,cheap buy.answer for yourself - is putting an extra few dollars for a better bottle worth having better and secure sleep of your child etc.?you just got the right bottle :)",1
"I was a little nervous ordering this crib despite all the great reviews, because it was so cheap.  It was something like [...], with free shipping because I have free Prime through Amazon Mom.  The crib arrived in 2 days and is so much better than I dared hope.It didn't have any dings or scratches like some people complained about, and it was reasonably easy to put together (it took my husband and I about an hour and a half - if we took it apart in the future, I'm sure we could reassemble it much more quickly, now that we know what we're doing).  Once assembled, the crib is extremely sturdy and looks gorgeous.  The wood looks and feels high-quality, and it is a rich dark chocolate color, somewhat darker than some of the pictures make it appear.One of the best things about this crib is that it works for tall people.  My husband is 6'3 and I'm 5'9, and I didn't want a crib where I would have to bend way down to put the baby in.  This crib allows you to set the bed height at 3 different levels.  When the baby is new, you can set it quite high to make it easy to lift the baby in and out.  When he gets older and can stand up, you can set the level lower so he can't climb or fall out as easily.I also purchased the Sealy Soybean Foam-Core Crib Mattress, and it fits the crib perfectly, nice and tight so there are no gaps on the sides.One caveat: the crib is just a little too wide to fit through a normal bedroom door, so make sure you set it up in the room you want to keep it in.  I'm sure you could take off one of the sides without too much difficulty if you did need to move it later.",1
"I love this camera!  My brother recommend it as he uses a similar one for his baby.  I use it when I'm out running errands so I can keep an eye out of my own baby (dog of course).  Setup was very easy and quick.  Got it up an running in no time.  The picture quality is good and I can even record.  He's got a bit of separation anxiety so I really like being able to hear and talk to him to calm him down.  Overall, a great camera for my purpose.",1
Works perfect but not sturdy to use for big babies and babies who start to roll over. So the use is limited to only 3 months.,1
"Pros:- stylish- fast- not hot - especially for summer, it is much cooler than other carriers- versatileCons:- hurts back pretty fast!!",1
"The magnetic safety tot lock is by and far the best tot lock on the market. It works by installing a magnetic lock on the back side of the cabinet door, this lock keeps the door from opening at all so there is no chance that your child will accidentally figure out how to open it. There is no practical way your child will be able to open the cabinets without the magnetic key. In fact I would recommend getting a second key in case you lose your first one as there is really no way for an adult to open the lock without the key, normal magnets found in children's toys and on the refrigerator will not work. That being said the installation can be a little difficult but should be no problem if following the template and using proper tools.",1
This is easy and convenient and a wonderful item to have for first time moms and new borns. A must buy for ALL new moms!!,1
These are larger than medela and cheaper too. My only complaint is that the vent doesn't let water pour out very well when I'm do e- scissors fixed that :-),1
My baby loves them. He enjoys looking and touching the bears. they are perfect :). You can easily make their room unique by using such wall stickers.,1
"Small styrofoam balls were in the bag that it came in, though I didn't see any holes in the product,  it made me leery as to how long it would hold up.  This is definitely not worth $48.  It is maybe worth $10.",0
The splash gaurd works well and I never have to worry about my son making a mess like I have with others. The product seems well made and easy enough to take on and off but I think it would be a pain if adults had to share the same toilet.,1
This blanket is the softest muslin that I have ever felt. It is the right size for &#34;snuggling&#34; and washes-dries well. I will probably buy another one !!,1
These are the best baby bottles... And it's a good price!  (12 bottles for what they charge for one of the  &#34;fancy&#34; bottles!),1
"My daughter had the 5 oz bottles, but now she's drinking more, so I had to order the bigger ones.  The nipples work great for her because they aren't too big and we never have any leaking.",1
These diapers are the best.  They are a great product and are so cute.  Bonnie is great if you ever need help with your order.  She ships them out very quickly.  These are a great investment if you are cloth diapering!,1
"Get the Luxe...it is worth the extra money. Great product. I got it as a shower gift and didn't think that I would want it, so I keeped it in it's bag for a possible return. I had my baby and decided to give it a try first. He loves it. The fleece makes it that much more warm and inviting. Tried the standard boppy...it's fine but for a few dollars more it will make a impact in comfort. Good Luck.",1
Really cheap and flimsy. Also the little pices are that you put in Mickey Mouse are pretty small. Disappointed with this one,0
Love this back pack. Perfect size for a toddler!! Built strong!!! Bought the matching lunch bag as well!!!! Great item!!,1
"I bought this for my special needs daughter and she enjoys the colors, scent and the noise the legs make when squeezing them.  I was wondering if the red rear leg was defective though because it barely squeeks when she squeezes it?  I can get it to work better because I have bigger hands and can squeeze it harder.  Either way it's making her current hospital stay a little better since this toy distracts her during play.",1
Bath time finally became much easier. I really recommend this product to anyone even though it is made out of foam.,1
"My son is fed only breast milk.  Since both my wife and I work full time he had to learn to feed from a bottle during day care.  We bought a wide array of bottles, knowing it was going to be a challenge to get him on to the bottle after solely being breast fed.  The first we tried was Dr. Brown's.  He took only a few moments of convincing, and then took the bottle like a champ.  We never even tried the other bottles we bought as testers, just bought 6 more 4oz Dr. Brown's bottles, and they have worked great.  He needs burping after breast feeding, and if anything he needs less burping after bottle feeding.He was a colicky baby from about weeks 5 to 8.  This bottle didn't eliminate the colic, but it remained manageable through the worst period.  Now that he's 9 weeks old and regularly feeding from Dr. Brown's bottles he has no more colicky symptoms, and I wouldn't dare try a different bottle!  Highly recommended for any infant.",1
My husband keeps bumping his head on the corners of our glass hood that hangs over the cook top.  I put double sided clear tape on the edge cushions to keep them in place and no more forehead bruises for tall hubbie.  I took off one star because I had to find a solution to keep them in place on the slightly rounded corners of the hood - not the cushions fault at all.,1
This does not work well after awhile.  The suction just isn't as strong anymore.,0
"I looked around a lot for a product where I could keep my twins close at night. The idea of having 2 seperate bassinets was just not going to work. I didn't want to seperate my twins & wanted the convenience of having them at arm's reach. My twins are 2 months now & so far the co-sleeper has been very convenient. I could just pick them right up & start feeding. If they cry, I don't need to get out of bed to check up on them. I could just pat them while I'm still laying down. The only inconvenience is the size. Of course I need it to be big so I could fit them both. But it takes up about half the size of my Cal King bed. I have to crawl half way down to get out. But other than that, I really like it. It has side compartments to keep receiving blankets & burp cloths handy. I'm glad I purchased it & would recommend it. No one said being a mom is going to be easy.",1
"These diapers fit great on my Preemie at about 8 weeks (8lbs) but she peed through them every time even with a cover, I had to change her clothes. I'm new to all the cloth diapers but I have found that the pocket diapers are the best. These are bulky you would think it would hold pee but it did not. They are cute and fit great. No problem with the snaps. I gave them 2 stars because of how soaked they get with a cover.",0
I have an uppababy vista. All the UB cup holders are crap. This one is less expensive and perfect! Easy to install (not sure why people are saying it is difficult to attach). Can attach it to the side or back by push bar. Stays well. Fits nearly any size cup. Got one for my sister's stroller as well.,1
"All I can say about this product is the following:- my wife received them for a baby shower gift, among other brands- my wife is almost out of them, our child is 2.5 months old (box of 60)- my wife is asking me to reorder these pads because she likes them and they worked as advertisedIt's a matter of personal preference for most, and I'm sure different situations call for different pads (performance, fit, comfort, etc) but my wife likes them and wants more, so I will give it 4 stars.  They aren't perfect, but they're the best that she has tried (we received a few different types as gifts).",1
"These pins were too dull to use for diapering. It was almost impossible to get the pin through two layers of fabric. The plastic caps seemed to be of reasonable quality, but I had to return them as they were just not sharp enough.",0
"Bought this for my brother and sister n law. They have used it since they received it, their son is now 1 1/2. I only had to pop it up one time. My husband and I had some difficulty but once we figured it out it was a breeze. I would highly recommend this piece on functionality and design! It is way cuter in person!",1
"I thought you got four nesting cutters in this set, so I was a little disappointed there, but I just missed that info, I don't feel I was misled. These are smaller than you'd think, which was perfect for me, since I like small cutters to add small details to cute lunches, or to make tiny sandwiches for my girls.",1
"I bought this to keep my 2 cats out of my basement.. I like to keep the door open for wood stove heat circulation purposes. It works great! I've had it a year now and I've had no problems. I will note that the locking mechanism is plastic. I don't use it for my needs - just closing it secures it enough for my purposes. So I'm not sure of the longevity of the lock.. My CATS have never jumped this, and they are very curious about getting into the basement. It fits securely in the doorway and is very easy to open and enter and exit through. A great product that fits my needs.",1
"sooo easy to clean, from the tray to the harness! simple to install to your chair. we should have bought this sooner :)",1
"My baby girl LOVES this jumper! She is almost 8 months old, but she's loved this thing since she was a little baby. When she first went in it, she couldn't really jump or anything (too young), but she loved to stare at the toys and play with them. Now she goes in it all the time and bounces around and plays with the toys. She can now reach the hippo and monkey and loves to play with them. I really think her favorite place to be (besides Mommy holding her) is in this bouncer! :)There are a lot of toys for her to play with. The seat spins so she's able to see them all.  The seat seems like it's comfortable and flexible. The music isn't too annoying, in my opinion. This bouncer is adjustable to 3 different heights.The only downside was that it took a while for her to be able to reach the floor, even on the lowest setting. She IS kinda on the short side, so that's part of it. But when she couldn't reach, she wasn't quite old enough to bounce around anyway, and she still loved to look at the toys. Now she can reach really well and she bounces and bounces and bounces for EVER! She lovvvvves it.",1
"This is wonderful for covering not-so-clean restaurant highchairs and cushioning shopping cart seats.  The colors are bright and Baby loves to chew on it.  There are 3 cloth hooks on the front for attaching toys.  Wonderful idea!  My son can have a few toys to play with and be entertained all through dinner.  It rolls up for storage in the car - not great, but smaller.",1
"I read the reviews on this product and there were some mixed opinions. So, I decided to purchase the product because it was affordable and I needed a drying rack for my baby things. I was a little skeptical about buying it because some reviews said that it wasn't strong enough to hold the bottles. I have to say that I'm glad I bought it because it work for me. It holds all my baby bottles, pacificers,and more. It doesn't take up alot of counter space either. I like the fact that you can spin the rack and it is easy to assemble. I have no complaints so far so good. I highly recommend this product.",1
This pacifier does not stay cold very long. Our son actually likes to chew on the handle instead of the raspberry.,0
This product came quickly and in great packaging. I used this with my first child and now I am having twins and know that it will work great!,1
Great for keeping the paci cean.  Attaches very easily to just about anything and holds many sized paci's well. I never have to worry about the cleanliness of my baby's paci when I pull it out of my purse.  Also matches my bella tunno diaper bag perfectly!,1
"Yay! I've been needing a bottle brush to clean out my Nalgene water bottles, and this one does the trick. It has soft bristles that won't scratch, but they're sturdy enough to scrub scale and other residue. I've also been using it to clean the bottom corners and sides of coffee mugs that have dried-on stains, and it works great.",1
"I have been using one-size FuzziBunz since my baby was born 6 months ago.  I had purchased 24 diapers before her birth, and then ordered 12 more a few weeks after her birth.  The 12 additional diapers I ordered were different from the other diapers I'd bought.  I was surprised by this, but kept them anyway because we needed them right away.  I really like my original one-size FuzziBunz diapers, but the 12 additional diapers have been a major disappointment.  I would like to share my thoughts regarding the changes that were made:- The minky inserts do seem to slide in easier than the microfiber ones when I'm assembling the diapers after each wash.- I really dislike that the adjustable elastic and buttons are now on the inside of the diaper.  This has made changing the size of each diaper a major pain (turn diaper inside out, adjust sizing, turn diaper right side out, stuff with inserts, try on baby, find out it's not quite right, pull out inserts, repeat process multiple times until I finally figure out a good setting).  Definitely way more time-consuming than adjusting our original FuzziBunz diapers!- My number one complaint and biggest frustration by far is the fact that the minky inserts aren't nearly as absorbent as the microfiber inserts of our other FuzziBunz diapers.  We only use the minky diapers as daytime diapers and, even then, I often have to change my baby's outfit because of urine leaks.  It seems the minky diapers don't last for more than an hour or so before they leak, so we only use them in between naps and try to avoid using them when we're away from the house.  And we don't dare use them overnight.When the diapers I have eventually wear out, I hope I will be able to find some of the original FuzziBunz to buy.  If not, I will have to figure out a different brand of cloth diapers to use.  I hope FuzziBunz will consider reinstating the features of the original diapers that were so much better than the newer version.",0
it came in a nice sealed package. the tubing is a little yellow but it works good for a back up.,0
"You can't go wrong with a Boppy. I love them. I have one from 2.5 years ago that I use every day on my couch. It's just so comfy. My MIL just bought me a new one, since I'm expecting again in June.",1
I thought my little busy body child wouldn't be able to get them off the door but soon enough he figured it out how to shake the door and they fall off easily.,0
Great !,1
"We have a new decoration for my 2-year old daughter's room -- this handpainted jungle-themed ceramic piggy bank (measures 7 in round and 8 in long) from Child to Cherish.  I had ordered it off of Amazon.com for only $14.99, plus shipping and handling. There are several design options available, and pricing ranges from $14.99 up to $25.00.Being a huge fan of Toy Story and seeing Hammy the pig in the movie, Savannah instantly knew the bank was shaped as a pig the moment she laid eyes on it.  Just as I was pulling it out of the box, she began yelling with excitement, ""Piggy, Piggy.""  I didn't think she would understand what it was, or how to put change into it, but she quickly caught on.  She got so involved in the process of adding change to the piggy bank, that it kept her entertained for over an hour.  Bless the piggy bank, as it calmed her down and kept her sitting in one place! :-)  In addition to talking to her about putting the money in the bank to save, I also used the piggy bank as an educational tool for teaching her how to count from 1-10.  She was able to count to five before.  As she added each coin into the slot, I would count.  Once we reached ten, we would cheer and clap, making learning how to count fun.This bank would make a great baby shower gift or gift to young child.I was sent this bank to review.  The views above are mine and mine alone.",1
My son bit off the original spouts and buying new cups is just wasteful.  I looked online and was so glad to see them on there.  I ordered them right away and they came quickly.  We had to use a little force to get them on but they were great and for the price it was cheaper then buying new cups.,1
"I registered for this after reading all the reviews and I've been nothing but happy with it. I tried my sister's diaper genie and the diaper champ is so much easier to use. The fact that I use the same bags for my kitchen as I do the champ makes it that much easier. I just leave some in the bottom of the champ then I don't have to go looking for them. I've never noticed a smell, and although I do agree that it is hard to open, you get used to it and it's worth it!",1
The directions are terrible. Poor illustrations and vaguely written descriptions. Just a bummer to put together.,0
"I purchased this for a shower gift after using one with my three kids.  My kids loved being in it.  When I look at all the items new parents &#34;need&#34;, I would put this right after a high chair and stroller.  It can be easily disassembled and stored for baby #2.",1
"We have had this stroller for almost four years and we LOVE it. This stroller is easy to control, the back lays down almost flat, and it folds up small to put into the trunk of a car. The only improvement I wish I would have had would have been the ability to stick the pumpkin car seat into the stroller some how, but to be honest they outgrow the pumpkin car seat so quickly and they will be able to use this stroller so much longer that I would definitely purchase this if I had to do it again. Although the manufacturer would probably not like it, we have on numerous occasions, put both kids into this one stroller. We put the back all of the way down, put the oldest in the back and the youngest in the front. This lasts until they start to fight with each other. In a pinch it works great! We even took it with us on a trip and stuck it into a stroller bag for the plane and it held up pretty well.",1
"We keep these in our &#34;grab and go&#34; diaper bag (which just includes diapers, wipes, outfit change and a formula nursette and nipple), and they have been awesome to have when you need to change a diaper without a changing table. I lay these down in the car, on sink counter tops, and the changing stations at public restrooms.",1
"Soft, comfortable, and not overly obvious.  Perhaps not for the early days of breastfeeding when leaking is more problematic (in my case, disposables were best at that point), but just what I needed after those first 2 months.",1
"This is really an ideal booster for a toddler who's ready to sit in a regular chair but is too short to comfortably reach the table. In my opinion, it's just what it ought to be:  convenient to use, easy to clean, attractive but very neutral, portable, and stable. My toddler and his cousin both seem comfortable and confident while sitting in it. I think the basic design keeps them from feeling it's too babyish.Obviously note that this isn't for babies or young toddlers; there are no straps to hold them in or secure this to a chair. The age recommendation of 3+ seems spot on. This is a great next step when graduating from a high-chair, as my son will do soon. In the meantime, though he's not quite three, this has already been handy (with a little extra supervision) to take when we eat in other homes or if he needs a boost to be taller on the piano bench. It's been great as well to have on hand for older toddlers who visit our home. It certainly beats offering to let them sit on a stack of books!",1
"Bought this for my son when he was born. The animal was a little small so it didnt quite keep the pacifier in place, but for the price it was great!",1
"All I know is my Grandson sleep like a Baby, now in our house.  He is happy and rested when he gets up at 19 months.Very happy with purchase.",1
"I really loved the fabric, great texture and it seems to be very warm.The size is perfect for a baby crib.",1
"Easy to use, all steel, many mounting options, looks great.  I ordered a second one.  Do not buy anything else.",1
"If you are small-busted, read this! Post-pregnancy, I went from an A-size to a B-size.  After 4-5 days, the massaging pad blistered my skin on the areola.  After calling Avent and taking a week off, I now use it without the massaging pad.  I also went from 2 oz per side to 3-4 oz per side.  I am a stay-at-home mom, and pump one side every morning to have some milk on hand.  Listen to your Dr and friends and use an electric if going back to work.Also, this is not ""whisper quiet"".  The handle sqeaks!  Avent even sent me a replacement handle, but no improvement.",0
"Wow.  Who would've thought you could get everything you needed at such great quality at such a low price?  Our little one just started scooting across the room rapidly, so we figured it was time to get a gate to keep him out of the kitchen.  I had a coupon from Babies R Us for 10% off baby gates (priced $25 or more), so we went in and took a look at the selection, which was pretty good, actually.  Gates ranged in price from around $20 - over $70, which seems like a wide range.  We were hoping to stay at the low end, so we ruled out several right away.  I was worried about the toeholds on the diamond or square metal mesh of the really cheap gates in case our baby turns out to be a climber.  But the things that we saw in the more expensive gates (solid panel, ability to swing on a hinge, etc.) were all in this gate!  Not to mention the fact that you could also use it without the hinge, and it had the ability to be used on uneven door frames.  We had the intention of putting it up on a hinge because of the inconvenience of taking it out and putting it back all the time, but tried it without and discovered it's so easy, we don't even really NEED to mount it to the doorframe!  For anybody worried about the strength of unmounted gates, I honestly wasn't expecting it to hold so firmly!  You put it in and expand it to fit the opening tightly, then push down on the handle to lock in place, which  tightens it even further.  All these pros and I can see no cons so far!  With the coupon (we received in the mail, I think because we made a baby registry at our local store before our son was born), we got the gate for less than $30, including tax.  Can't beat that!",1
"This rattle is beautiful.  It is very smooth and has a nice subtle sound.  I bought this for my almost 3 year old, who despite the natural coloring, will track the rattle when it's shaken.  To my surprise, my 20 month old also finds this interesting and has been chewing on it ever since he first found it.  I was also stunned to see that there are absolutely no teeth marks!  We have the maple and are ordering the cherry.",1
"First the bad : we have a standard Moen tub faucet.  The Flo doesn't *quite* sit right on the faucet, so we have to play with it a bit to get all the water to go down the slope, rather than out the back of the Flo.  But it's not really a big deal, just takes a bit of adjusting.The good :  My daughter (11 months old) loves to play with the water coming from the faucet.  The Flo allows her to sit a little further back (thus sparing me stress every time she gets a little tippy!), and she also really delights in the waterfall effect.  When she gets older, I think the bubble bath dispenser will be more appreciated.Speaking of which, other reviewers have mentioned the bubble bath leaking out -- I have seen a few drops in the ""scoop"" under the faucet, but nothing major.  It's been on a week, and I've yet to need to refill it.I haven't had any problems with mess with this either.  Even when I didn't have it adjusted just right and water was washing backwards under the faucet, it didn't go everywhere, it just ran down the tub side (INSIDE the tub).If it wasn't for the slightly finicky adjustment necessary, I'd have given this 5 stars!",1
